Page,Title,Link,Link Text,Image Source,Image Alt Text,Detail,Price,Additional Info
3,,/Rentals_Flats_Apartments/Lahore_Johar_Town-93-1.html,Flats(108),https://media.zameen.com/thumbnails/20471220-240x180.jpeg,title=,,,
3,,/Homes/Lahore_Johar_Town-93-1.html,Johar Town Homes For Sale,,,,,
3,,/Rentals/Lahore_Johar_Town_Phase_2-3961-1.html,Johar Town Phase 2(344),https://media.zameen.com/thumbnails/267919709-400x300.jpeg,1,,,
3,,/Rentals/Lahore_Johar_Town_Phase_1-3937-1.html,Johar Town Phase 1(139),,1 kanal Upper portion 65ft Road Facing Emporium Mall Ready to shift,,,
3,,/Property/lahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html,,https://media.zameen.com/thumbnails/268290074-400x300.jpeg,Brand,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html,Share on Facebook,,Brand New 2 Bed Flat For Rent At The Prime Location Of Johar Town,,,
3,,https://twitter.com/intent/tweet?text=10%20Marla%20Brand%20New%20Type%20Second%20Entry%20Spanish%20Upper%20Portion%20Available%20For%20Rent%20In%20Pia%20Housing%20Society%20Johar%20Town%20Phase%201%20With%20Original%20Pictures%20By%20Fast%20Property%20Services - url: https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/267621697-400x300.jpeg,5,,,
3,,https://wa.me/?text=10%20Marla%20Brand%20New%20Type%20Second%20Entry%20Spanish%20Upper%20Portion%20Available%20For%20Rent%20In%20Pia%20Housing%20Society%20Johar%20Town%20Phase%201%20With%20Original%20Pictures%20By%20Fast%20Property%20Services%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html,Share on WhatsApp,,5 Marla Lower Portion 1 Bedroom Attach Bathroom Tv Lounge Kitchen Drawing Room Garage Neat And Clean Near Emporium Mall,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=10%20Marla%20Brand%20New%20Type%20Second%20Entry%20Spanish%20Upper%20Portion%20Available%20For%20Rent%20In%20Pia%20Housing%20Society%20Johar%20Town%20Phase%201%20With%20Original%20Pictures%20By%20Fast%20Property%20Services&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/61284621-240x180.jpeg,title=,,,
3,,mailto:?subject=10 Marla Brand New Type Second Entry Spanish Upper Portion Available For Rent In Pia Housing Society Johar Town Phase 1 With Original Pictures By Fast Property Services&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_type_second_entry_spanish_upper_portion_available_for_rent_in_pia_housing_society_johar_town_phase_1_with_original_pictures_by_fast_property_services-46484063-93-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html,,https://media.zameen.com/thumbnails/266924438-400x300.jpeg,5,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html,Share on Facebook,,5 Marla Beautiful House For Rent At The Prime Location Of Johar Town,,,
3,,https://twitter.com/intent/tweet?text=TILED%20FLOOR%20FOR%20SILENT%20OFFICE%20OR%20FAMILY - url: https://www.zameen.com/Property/lahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/267870454-400x300.jpeg,10,,,
3,,https://wa.me/?text=TILED%20FLOOR%20FOR%20SILENT%20OFFICE%20OR%20FAMILY%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html,Share on WhatsApp,,10 Marla uper portion 3 bed house for rent at the prime location off Johar town,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=TILED%20FLOOR%20FOR%20SILENT%20OFFICE%20OR%20FAMILY&body=https://www.zameen.com/Property/lahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/268991753-400x300.jpeg,10,,,
3,,mailto:?subject=TILED FLOOR FOR SILENT OFFICE OR FAMILY&body=https://www.zameen.com/Property/lahore_johar_town_tiled_floor_for_silent_office_or_family-51314140-93-4.html,Send via E-Mail,,10 Marla Upper Portion Available For Rent In Johar Town Lahore,,,
3,,/new-projects/zameen_quadrangle-2010.html,,https://media.zameen.com/thumbnails/247818956-240x180.jpeg,title=,,,
3,,/new-projects/reserve-unit-2010.html,Reserve,,,,,
3,,/Property/lahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html,,https://media.zameen.com/thumbnails/268894187-400x300.jpeg,05,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html,Share on Facebook,,05 MARLA UPPER PORTION FOR RENT IN JOHAR TOWN LAHORE,,,
3,,https://twitter.com/intent/tweet?text=NEAT%20%26%20CLEAN%20TILED%20FLOORING%20UPPER%20PORTION%20AVAILABLE%20FOR%20RENT - url: https://www.zameen.com/Property/lahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/268686072-400x300.jpeg,05,,,
3,,https://wa.me/?text=NEAT%20%26%20CLEAN%20TILED%20FLOORING%20UPPER%20PORTION%20AVAILABLE%20FOR%20RENT%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html,Share on WhatsApp,,05 MARLA FURNISHED HOUSE FOR RENT IN JOHAR TOWN LAHORE,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=NEAT%20%26%20CLEAN%20TILED%20FLOORING%20UPPER%20PORTION%20AVAILABLE%20FOR%20RENT&body=https://www.zameen.com/Property/lahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/268566858-400x300.jpeg,12,,,
3,,mailto:?subject=NEAT & CLEAN TILED FLOORING UPPER PORTION AVAILABLE FOR RENT&body=https://www.zameen.com/Property/lahore_johar_town_neat_clean_tiled_flooring_upper_portion_available_for_rent-51325834-93-4.html,Send via E-Mail,,12 MARLA LOWER SILENT OFFICE+ FAMILY FOR RENT IN JOHAR TOWN LAHORE,,,
3,,/Property/johar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html,,https://media.zameen.com/thumbnails/268686543-400x300.jpeg,FURNISHED,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html,Share on Facebook,,FURNISHED FLAT FOR RENT IN JOHAR TOWN LAHORE,,,
3,,https://twitter.com/intent/tweet?text=12%20Marla%20Full%20House%2065%20Feet%20Road%20Direct%20From%20Main%20200%20Feet%20Road - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html,Share on Twitter,https://media.zameen.com/thumbnails/268862638-400x300.jpeg,05,,,
3,,https://wa.me/?text=12%20Marla%20Full%20House%2065%20Feet%20Road%20Direct%20From%20Main%20200%20Feet%20Road%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html,Share on WhatsApp,,05 MARLA LOWER PORTION FOR RENT IN JOHAR TOWN LAHORE,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=12%20Marla%20Full%20House%2065%20Feet%20Road%20Direct%20From%20Main%20200%20Feet%20Road&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/268685842-400x300.jpeg,05,,,
3,,mailto:?subject=12 Marla Full House 65 Feet Road Direct From Main 200 Feet Road&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_12_marla_full_house_65_feet_road_direct_from_main_200_feet_road-51218608-3961-4.html,Send via E-Mail,,05 MARLA HOUSE FOR RENT IN JOHAR TOWN PHASE II LAHORE,,,
3,,/new-projects/beach_resort_by_icon-2261.html,,https://media.zameen.com/thumbnails/268236586-400x300.jpeg,FURNISHED,,,
3,,/new-projects/reserve-unit-2261.html,Reserve,,FURNISHED FLAT FOR RENT IN JOHAR TOWN H3 LAHORE,,,
3,,/Property/johar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html,,/assets/findOutMorePin.b0704e278aaa7f0cbe67697998c4c922.png,Find Out More Pin,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html,Share on Facebook,/assets/iconHbfcBank_noinline.e38973a19243c9020ae8b0970c382322.svg,HBFC,,,
3,,https://twitter.com/intent/tweet?text=10%20Marla%20Brand%20New%20Type%20Portion%20Near%20To%20Emporium%20Mall%20And%20Khokhar%20Chowk - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html,Share on Twitter,/assets/roshanDigitalAccount_noinline.c8687f407684f582de7829168747c163.svg,roshan,,,
3,,https://wa.me/?text=10%20Marla%20Brand%20New%20Type%20Portion%20Near%20To%20Emporium%20Mall%20And%20Khokhar%20Chowk%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=10%20Marla%20Brand%20New%20Type%20Portion%20Near%20To%20Emporium%20Mall%20And%20Khokhar%20Chowk&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=10 Marla Brand New Type Portion Near To Emporium Mall And Khokhar Chowk&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_10_marla_brand_new_type_portion_near_to_emporium_mall_and_khokhar_chowk-51018556-3961-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=18%20Marla%20House%20Available%20For%20Rent%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office - url: https://www.zameen.com/Property/lahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=18%20Marla%20House%20Available%20For%20Rent%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=18%20Marla%20House%20Available%20For%20Rent%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office&body=https://www.zameen.com/Property/lahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=18 Marla House Available For Rent Johar Town Lahore Can Be Used For Silent Office&body=https://www.zameen.com/Property/lahore_johar_town_18_marla_house_available_for_rent_johar_town_lahore_can_be_used_for_silent_office-51319802-93-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=One%20Kanal%20House%20Available%20For%20Rent%20Near%20Expo%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office - url: https://www.zameen.com/Property/lahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=One%20Kanal%20House%20Available%20For%20Rent%20Near%20Expo%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=One%20Kanal%20House%20Available%20For%20Rent%20Near%20Expo%20Johar%20Town%20Lahore%20Can%20Be%20Used%20For%20Silent%20Office&body=https://www.zameen.com/Property/lahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=One Kanal House Available For Rent Near Expo Johar Town Lahore Can Be Used For Silent Office&body=https://www.zameen.com/Property/lahore_johar_town_one_kanal_house_available_for_rent_near_expo_johar_town_lahore_can_be_used_for_silent_office-51319735-93-4.html,Send via E-Mail,,,,,
3,,/Property/johar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=Beautiful%20Portion%20For%20Family - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=Beautiful%20Portion%20For%20Family%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Beautiful%20Portion%20For%20Family&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=Beautiful Portion For Family&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_portion_for_family-51332187-3961-4.html,Send via E-Mail,,,,,
3,,/Property/johar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=1%20KANAL%20FULL%20HOUSE%20BRAND%20NEW%20TYPE%20AVAILABLE%20FOR%20RENT%20SILENT%20OFFICE%20AND%20FAMILY - url: https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=1%20KANAL%20FULL%20HOUSE%20BRAND%20NEW%20TYPE%20AVAILABLE%20FOR%20RENT%20SILENT%20OFFICE%20AND%20FAMILY%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20KANAL%20FULL%20HOUSE%20BRAND%20NEW%20TYPE%20AVAILABLE%20FOR%20RENT%20SILENT%20OFFICE%20AND%20FAMILY&body=https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=1 KANAL FULL HOUSE BRAND NEW TYPE AVAILABLE FOR RENT SILENT OFFICE AND FAMILY&body=https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_-_block_f2_1_kanal_full_house_brand_new_type_available_for_rent_silent_office_and_family-51512220-3957-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent - url: https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=Brand New Fully Furnished Modern Apartments For Rent&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48107113-93-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent - url: https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Brand%20New%20Fully%20Furnished%20Modern%20Apartments%20For%20Rent&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=Brand New Fully Furnished Modern Apartments For Rent&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_fully_furnished_modern_apartments_for_rent-48108109-93-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=15%20Marla%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Lahore - url: https://www.zameen.com/Property/lahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=15%20Marla%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Lahore%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=15%20Marla%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Lahore&body=https://www.zameen.com/Property/lahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=15 Marla House Is Available For Rent In Johar Town Lahore&body=https://www.zameen.com/Property/lahore_johar_town_15_marla_house_is_available_for_rent_in_johar_town_lahore-51490504-93-4.html,Send via E-Mail,,,,,
3,,/Property/johar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=1%20kanal%20Upper%20portion%2065ft%20Road%20Facing%20Emporium%20Mall%20Ready%20to%20shift - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=1%20kanal%20Upper%20portion%2065ft%20Road%20Facing%20Emporium%20Mall%20Ready%20to%20shift%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20kanal%20Upper%20portion%2065ft%20Road%20Facing%20Emporium%20Mall%20Ready%20to%20shift&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=1 kanal Upper portion 65ft Road Facing Emporium Mall Ready to shift&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_1_kanal_upper_portion_65ft_road_facing_emporium_mall_ready_to_shift-51430369-3961-4.html,Send via E-Mail,,,,,
3,,/Property/lahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=Brand%20New%202%20Bed%20Flat%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town - url: https://www.zameen.com/Property/lahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=Brand%20New%202%20Bed%20Flat%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Brand%20New%202%20Bed%20Flat%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=Brand New 2 Bed Flat For Rent At The Prime Location Of Johar Town&body=https://www.zameen.com/Property/lahore_johar_town_brand_new_2_bed_flat_for_rent_at_the_prime_location_of_johar_town-51483489-93-4.html,Send via E-Mail,,,,,
3,,/Property/johar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html,,,,,,
3,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html,Share on Facebook,,,,,
3,,https://twitter.com/intent/tweet?text=5%20Marla%20Lower%20Portion%201%20Bedroom%20Attach%20Bathroom%20Tv%20Lounge%20Kitchen%20Drawing%20Room%20Garage%20Neat%20And%20Clean%20Near%20Emporium%20Mall - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html,Share on Twitter,,,,,
3,,https://wa.me/?text=5%20Marla%20Lower%20Portion%201%20Bedroom%20Attach%20Bathroom%20Tv%20Lounge%20Kitchen%20Drawing%20Room%20Garage%20Neat%20And%20Clean%20Near%20Emporium%20Mall%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html,Share on WhatsApp,,,,,
3,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Lower%20Portion%201%20Bedroom%20Attach%20Bathroom%20Tv%20Lounge%20Kitchen%20Drawing%20Room%20Garage%20Neat%20And%20Clean%20Near%20Emporium%20Mall&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
3,,mailto:?subject=5 Marla Lower Portion 1 Bedroom Attach Bathroom Tv Lounge Kitchen Drawing Room Garage Neat And Clean Near Emporium Mall&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_lower_portion_1_bedroom_attach_bathroom_tv_lounge_kitchen_drawing_room_garage_neat_and_clean_near_emporium_mall-51406760-3961-4.html,Send via E-Mail,,,,,
